state,session,chamber,bill_id,title,created_at,updated_at,type,subjects,serialid,serial_464208c8_41a1_4999_a4ad_858be4add44b
ny,2011-2012,lower,A 6368,Allows release of non-certified copy of birth certificate to adoptee without court order if adoptee and a birth parent register with state's adoption registry,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,7762,7761
ny,2011-2012,lower,A 6368B,Allows release of non-certified copy of birth certificate to adoptee without court order if adoptee and a birth parent register with state's adoption registry,2011-05-19T00:00:00,2012-05-18T00:00:00,bill,Health,7764,7763
ny,2011-2012,lower,A 6403,Directs certain commissioners to study and report on the costs to the state of early diagnosis and treatment of autism,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,7814,7813
ny,2011-2012,lower,A 6405,Authorizes any prosecutor of competent jurisdiction to receive referrals from certain agencies,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,7816,7815
ny,2011-2012,lower,A 6414,Relates to the calculation of the rates of payment for adult day health care services provided by residential health care facilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,7828,7827
ny,2011-2012,lower,A 6416,Provides alternative pricing methods in the sale and offering of funeral merchandise and services; provides for the repeal after one year,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,7830,7829
ny,2011-2012,lower,A 6438,Requires the department of health to report on funding under the affordable care act,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,7860,7859
ny,2011-2012,lower,A 6446,Increase the amount of bonds and notes for the New York state medical care facilities finance agency,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,7871,7870
ny,2011-2012,lower,A 6451,Prohibits smoking at playgrounds,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,7880,7879
ny,2011-2012,lower,A 6451A,Relates to smoking restrictions on playgrounds and enforcement by park police,2012-04-28T00:00:00,2012-05-09T00:00:00,bill,Health,7881,7880
ny,2011-2012,lower,A 6498,Repeals provisions relating to rates of payment of residential health care facilities and the withdrawal of equity and the transfer of assets,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,7942,7941
ny,2011-2012,lower,A 6530,Relates to the cost of review and copying of vital records for genealogical purposes,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,7979,7978
ny,2011-2012,lower,A 6539,Relates to the practice of surgical technology and surgical technologists,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,7988,7987
ny,2011-2012,lower,A 6539A,Relates to the practice of surgical technology and surgical technologists,2011-06-08T00:00:00,2012-04-18T00:00:00,bill,Health,7989,7988
ny,2011-2012,lower,A 6539B,Relates to the practice of surgical technology and surgical technologists,2011-06-09T00:00:00,2012-04-18T00:00:00,bill,Health,7990,7989
ny,2011-2012,lower,A 654,Authorizes nurse practitioners to certify that an immunization may be detrimental to a child's health,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,7991,7990
ny,2011-2012,lower,A 6543,Relates to smoking restrictions on playgrounds and enforcement by park police,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,7996,7995
ny,2011-2012,lower,A 655,"Requires health care providers to disclose errors in diagnosis, treatment, services that provider knows has caused substantial harm or significant risk thereof",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8005,8004
ny,2011-2012,lower,A 6553,Requires the office for people with developmental disabilities to submit an updated waitlist and placement report to the senate and assembly,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,8010,8009
ny,2011-2012,lower,A 6553A,Requires the office for people with developmental disabilities to submit an updated waitlist and placement report to the senate and assembly,2012-01-11T00:00:00,2012-03-28T00:00:00,bill,Health|Legal Issues,8011,8010
ny,2011-2012,lower,A 6555,Establishes the Medicaid identification and anti-fraud biometric technology program,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8013,8012
ny,2011-2012,lower,A 6555A,Establishes the Medicaid identification and anti-fraud biometric technology program,2011-05-05T00:00:00,2012-04-26T00:00:00,bill,Health,8014,8013
ny,2011-2012,lower,A 6555B,Establishes the Medicaid identification and anti-fraud biometric technology program,2011-06-07T00:00:00,2012-03-28T00:00:00,bill,Health,8015,8014
ny,2011-2012,lower,A 6555C,Establishes the Medicaid identification and anti-fraud biometric technology program,2012-01-19T00:00:00,2012-03-28T00:00:00,bill,Health,8016,8015
ny,2011-2012,lower,A 6555D,Establishes the Medicaid identification and anti-fraud biometric technology program,2012-02-08T00:00:00,2012-04-26T00:00:00,bill,Health,8017,8016
ny,2011-2012,lower,A 656,"Authorizes the commissioner of health to develop and administer training programs for coroners, coroners' physicians and medical examiners",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8023,8022
ny,2011-2012,lower,A 657,Provides for additional remedies for patients' private right of actions in residential health care facilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8034,8033
ny,2011-2012,lower,A 6573,Requires the development of guidelines to help avert retraumatization of victims of sexual offenses in a behavioral health outpatient setting,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,8040,8039
ny,2011-2012,lower,A 6574,Prohibits a pharmacist from substituting any anti-epileptic drug for a prescribed anti-epileptic drug without the informed consent of the prescriber and patient,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8041,8040
ny,2011-2012,lower,A 6588,Requires only one physician to certify the death of a transplant donor,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8057,8056
ny,2011-2012,lower,A 659,"Regulates the scope, manner and performance of review of claims by utilization review agents",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8059,8058
ny,2011-2012,lower,A 660,Provides person/entity with authority to operate a hospital shall be subject to approval by public health and health planning council for establishment of hospital and other actions,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8076,8075
ny,2011-2012,lower,A 6605,Establishes a task force on women's health care and managed care; provides for expiration,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8084,8083
ny,2011-2012,lower,A 661,Provides Medicaid reimbursement for interpretation services provided by hospital inpatient and outpatient departments,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8090,8089
ny,2011-2012,lower,A 6612,"Provides for the regulation and licensing of persons engaged in the act or practice of body-piercing, ear-piercing or tattooing",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8093,8092
ny,2011-2012,lower,A 662,Relates to the definition of a clinical peer reviewer,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8102,8101
ny,2011-2012,lower,A 6624,Establishes a block grant for hospital nursing care and appropriates ten million dollars therefor; appropriation,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8107,8106
ny,2011-2012,lower,A 664,Requires installation and use of ceiling lifts in hospitals and nursing homes,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8125,8124
ny,2011-2012,lower,A 6644,Authorizes the commissioner of health to extend the certification of emergency medical technicians and first responders who cannot recertify due to illness,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8130,8129
ny,2011-2012,lower,A 6649,Establishes minimum staffing ratios in facilities operated under the jurisdiction of the office of mental health,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,8136,8135
ny,2011-2012,lower,A 664A,Requires installation and use of ceiling lifts in hospitals and nursing homes,2011-05-19T00:00:00,2012-04-28T00:00:00,bill,Health,8137,8136
ny,2011-2012,lower,A 6656,"Enacts the ""family protection act""",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8145,8144
ny,2011-2012,lower,A 6665,Increases the frequency that visitation or inspections of facilities operated or licensed by the office for people with developmental disabilities must be made each year,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,8157,8156
ny,2011-2012,lower,A 6665A,Increases the frequency that visitation or inspections of facilities operated or licensed by the office for people with developmental disabilities must be made each year,2011-06-14T00:00:00,2012-02-16T00:00:00,bill,Health|Legal Issues,8158,8157
ny,2011-2012,lower,A 6667,Prohibits the sale of electronic cigarettes to minors,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8160,8159
ny,2011-2012,lower,A 669,Relates to financial assistance from the office of victim services for HIV post-exposure prophylaxis treatment for victims of sexual assault,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8195,8194
ny,2011-2012,lower,A 669A,Relates to financial assistance from the office of victim services for post-exposure prophylaxis treatment for victims of sexual assault,2012-01-07T00:00:00,2012-03-01T00:00:00,bill,Health,8211,8210
ny,2011-2012,lower,A 671,Creates the well water education act; requires public education program on the potential hazards of well water,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8224,8223
ny,2011-2012,lower,A 6758,"Regulates heavy metals, magnets and batteries in children's jewelry",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8287,8286
ny,2011-2012,lower,A 6758A,Regulates cadmium in substrate in children's jewelry,2011-06-15T00:00:00,2012-05-08T00:00:00,bill,Health,8288,8287
ny,2011-2012,lower,A 6759,Requires a doctor to obtain the informed consent of patients prior to prescribing psychiatric drugs notifying the patient of possible adverse effects of the drug,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8289,8288
ny,2011-2012,lower,A 6770,"Relates to the implementation of a food security, empowerment and economic development program",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8308,8307
ny,2011-2012,lower,A 6793,Increases the minimum age of persons permitted to use tanning facilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8334,8333
ny,2011-2012,lower,A 6815,Renames the advisory council on underage alcohol consumption,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,8363,8362
ny,2011-2012,lower,A 6840,"Relating to state mental health and developmental disabilities programs, offices and issues; repealer",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,8400,8399
ny,2011-2012,lower,A 6891,Establishes a people with developmental disabilities and mental health worker registry,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,8478,8477
ny,2011-2012,lower,A 6902,Authorizes records of bodies of deceased persons to be kept by an electronic log,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8495,8494
ny,2011-2012,lower,A 6902A,Authorizes records of bodies of deceased persons to be kept by an electronic log,2011-06-03T00:00:00,2012-04-26T00:00:00,bill,Health,8496,8495
ny,2011-2012,lower,A 6987,Enhances the assisted outpatient treatment program and eliminates the expiration and repeal of Kendra's Law,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,8604,8603
ny,2011-2012,lower,A 699,"Provides for the immunization of all children born after January 1, 1996 against the human papillomavirus (HPV)",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8611,8610
ny,2011-2012,lower,A 7003,Establishes a Minority Coordinating Council on Asthmatic Affairs within the department of health,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8634,8633
ny,2011-2012,lower,A 7003A,Establishes a Minority Coordinating Council on Asthmatic Affairs within the department of health,2012-01-07T00:00:00,2012-02-17T00:00:00,bill,Health,8635,8634
ny,2011-2012,lower,A 7008,Provides for the review of the criminal history information of prospective residents of nursing homes,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8641,8640
ny,2011-2012,lower,A 705,Prohibits the department of health from reducing reimbursement rates of the early intervention program,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8697,8696
ny,2011-2012,lower,A 7074,Requires every general hospital to have a community advisory board,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8735,8734
ny,2011-2012,lower,A 7121,Requires the county health commissioner to notify certain individuals in the event of an emergency creating an imminent risk to public health and safety,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8800,8799
ny,2011-2012,lower,A 7124,"Requires health care professional undergraduate, graduate and continuing education in chronic pain management and treatment",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8804,8803
ny,2011-2012,lower,A 7128,Requires video cameras to be placed on the entrance/exits of all facilities run by the office for people with developmental disabilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,8809,8808
ny,2011-2012,lower,A 7142,Relates to smoking restrictions in certain outdoor areas,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8831,8830
ny,2011-2012,lower,A 7160,Requires office for people with developmental disabilities (OPWDD) to obtain fingerprints from current and prospective employees to check their criminal histories,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,8859,8858
ny,2011-2012,lower,A 717,Requires the commissioner of health to take action when areas of lead poisoning are designated,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8871,8870
ny,2011-2012,lower,A 7171,Relates to requiring funeral directors and others to forward certificates of death to boards of election,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8873,8872
ny,2011-2012,lower,A 7179,Expands the Doctors Across New York program to include dentists,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8882,8881
ny,2011-2012,lower,A 7185,Relates to payment for services performed in an office-based surgical facility,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8889,8888
ny,2011-2012,lower,A 7204,Provides no exception may be granted to a summer day camp which is dedicated to a single activity if that activity meets the criteria of a nonpassive recreational activity with significant risk of injury,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8917,8916
ny,2011-2012,lower,A 7204A,Provides no exception may be granted to a summer day camp which is dedicated to a single activity if that activity meets the criteria of a nonpassive recreational activity with significant risk of injury,2012-01-20T00:00:00,2012-05-19T00:00:00,bill,Health,8918,8917
ny,2011-2012,lower,A 7214,Excludes certain programs from the definition of summer day camp for the year 2011,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8929,8928
ny,2011-2012,lower,A 7214A,Excludes certain programs from the definition of summer day camp for the year 2011,2011-06-02T00:00:00,2012-02-22T00:00:00,bill,Health,8930,8929
ny,2011-2012,lower,A 7252,Authorizes the city council of the city of Watertown to set the fees for birth and death records,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,8989,8988
ny,2011-2012,lower,A 728,Enacts the childhood lead poisoning primary prevention and safe housing act,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9023,9022
ny,2011-2012,lower,A 7342,"Relates to prescription forms and labels, interpretation services and patients with limited English proficiency",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9030,9029
ny,2011-2012,lower,A 7285A,"Prohibits smoking in private passenger cars, vans or trucks where minors less than 14 years of age are passengers in such vehicles; penalties for violation",2011-06-19T00:00:00,2012-04-21T00:00:00,bill,Health,9032,9031
ny,2011-2012,lower,A 7309,"Enacts the ""independent senior housing resident freedom of choice act"" to authorize persons in independent housing to receive services they could get at home",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9066,9065
ny,2011-2012,lower,A 7309A,"Enacts the ""independent senior housing resident freedom of choice act"" to authorize persons in independent housing to receive services they could get at home",2012-04-05T00:00:00,2012-04-05T00:00:00,bill,Health,9067,9066
ny,2011-2012,lower,A 7311,Increases to thirty-one members the state emergency medical advisory committee of the state emergency medical services council,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9069,9068
ny,2011-2012,lower,A 7311A,Increases to thirty-one members the state emergency medical advisory committee of the state emergency medical services council,2011-06-08T00:00:00,2012-04-05T00:00:00,bill,Health,9070,9069
ny,2011-2012,lower,A 7317,"Requires providers of non-emergency, clinical outpatient treatment to patients on a continuing basis to determine whether they are sex offenders",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9079,9078
ny,2011-2012,lower,A 732,Directs health care professionals to provide pain-relieving medications to the extent authorized by accepted professional guidelines,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9082,9081
ny,2011-2012,lower,A 7323,"Creates the New York state governor's council on physical fitness, sports and health; establishes a fund for the council",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9087,9086
ny,2011-2012,lower,A 7333,Relates to the calculation of the rates of payment for adult day health care services provided by residential health care facilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9099,9098
ny,2011-2012,lower,A 7336,Adds G6PD deficiency to the list of testing for neonatal screenings,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9102,9101
ny,2011-2012,lower,A 7342A,"Relates to prescription forms and labels, interpretation services and patients with limited English proficiency",2011-06-15T00:00:00,2012-02-29T00:00:00,bill,Health,9107,9106
ny,2011-2012,lower,A 7343,Relating to extending the provisions of the Family Health Care Decisions act,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9108,9107
ny,2011-2012,lower,A 7343A,Relating to extending the provisions of the Family Health Care Decisions act,2011-06-10T00:00:00,2012-02-29T00:00:00,bill,Health,9109,9108
ny,2011-2012,lower,A 7347,"Legalizes the possession, manufacture, use, delivery, transfer, transport or administration of marihuana by a certified patient or designated caregiver",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9114,9113
ny,2011-2012,lower,A 7355,Provides for the licensing of physician assistants and the continued registration of specialist assistants,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9125,9124
ny,2011-2012,lower,A 7355A,Provides for the licensing of physician assistants and the continued registration of specialist assistants,2011-05-16T00:00:00,2012-03-27T00:00:00,bill,Health,9126,9125
ny,2011-2012,lower,A 7355B,Provides for the licensing of physician assistants and the continued registration of specialist assistants,2011-05-19T00:00:00,2012-03-27T00:00:00,bill,Health,9127,9126
ny,2011-2012,lower,A 7368,Relates to continuing care retirement communities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9144,9143
ny,2011-2012,lower,A 7368A,Relates to continuing care retirement communities,2011-05-16T00:00:00,2012-04-24T00:00:00,bill,Health,9145,9144
ny,2011-2012,lower,A 7384,Requires the guardian of a deceased incapacitated person to notify the local department of social services within 20 days of such death,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,9169,9168
ny,2011-2012,lower,A 7408,Provides for the evaluation of a nuclear power plant prior to the issuance of a license to extend the period of operation of such plant,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9206,9205
ny,2011-2012,lower,A 7431,"Requires accredited office-based surgery facilities to register with its accrediting agency, in consultation with the department of health",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9242,9241
ny,2011-2012,lower,A 7431A,"Requires accredited office-based surgery facilities to register with its accrediting agency, in consultation with the department of health",2011-06-30T00:00:00,2012-02-16T00:00:00,bill,Health,9243,9242
ny,2011-2012,lower,A 7431B,"Requires accredited office-based surgery facilities to register with its accrediting agency, in consultation with the department of health",2012-01-19T00:00:00,2012-02-16T00:00:00,bill,Health,9244,9243
ny,2011-2012,lower,A 7439,Relates to content of pre-admission reports for persons entering assisted living residences,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9254,9253
ny,2011-2012,lower,A 7439A,Relates to content of pre-admission reports for persons entering assisted living residences,2011-06-02T00:00:00,2012-04-17T00:00:00,bill,Health,9255,9254
ny,2011-2012,lower,A 7462,Requires that any father of an out-of-wedlock child be listed on such child's birth certificate,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9290,9289
ny,2011-2012,lower,A 7485,"Restricts the definition of ""student"" for purposes of immunization of post-secondary students",2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9323,9322
ny,2011-2012,lower,A 7489,"Requires health plans with coverage of out of plan medical services to provide certain information to insureds, subscribers and enrollees",2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9328,9327
ny,2011-2012,lower,A 7489A,Prohibits approval of a health maintenance plan that does not include coverage of out of plan medical services,2011-06-14T00:00:00,2012-02-16T00:00:00,bill,Health,9329,9328
ny,2011-2012,lower,A 7489B,"Requires health plans with coverage of out of plan medical services to provide certain information to insureds, subscribers and enrollees",2012-01-07T00:00:00,2012-02-16T00:00:00,bill,Health,9330,9329
ny,2011-2012,lower,A 7495,Requires the state to pay the costs of prosecution of an inmate-patient of a state psychiatric facility,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,9342,9341
ny,2011-2012,lower,A 7517,Extends the provisions of chapter 459 of the laws of 1996 amending the public health law relating to recertification of persons providing emergency medical care,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9372,9371
ny,2011-2012,lower,A 7534,Establishes a state-wide database on the location and availability of medical procedures,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9392,9391
ny,2011-2012,lower,A 7539,Relates to the New York state tobacco settlement cancer research and treatment program,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9397,9396
ny,2011-2012,lower,A 754,Allows attending physicians to admit persons arriving at the hospital for emergency treatment when such attending physician deems this necessary for care,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,9398,9397
ny,2011-2012,lower,A 7540,Establishes additional notice requirements for site selection for community residential facilities,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,9399,9398
ny,2011-2012,lower,A 7573,Relates to the review and approval process for a license to operate an assisted living residence,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9446,9445
ny,2011-2012,lower,A 7585,Requires general hospitals to establish policies/procedures regarding domestic violence; to establish training programs; to designate staff to coordinate services,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9464,9463
ny,2011-2012,lower,A 7585A,Requires general hospitals to establish policies/procedures regarding domestic violence; to establish training programs; to designate staff to coordinate services,2012-02-01T00:00:00,2012-05-17T00:00:00,bill,Health,9465,9464
ny,2011-2012,lower,A 7587,Authorizes the sale of cigarettes to individuals twenty-one years of age or older,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9467,9466
ny,2011-2012,lower,A 7588,Prohibits the advertisement of tobacco products and herbal cigarettes near schools,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9468,9467
ny,2011-2012,lower,A 7594,Prohibits certain persons from controlling the disposition of a decedent's remains,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9477,9476
ny,2011-2012,lower,A 7610,Establishes a cause of action for damages against a person who attempts or performs a sex selective abortion,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9504,9503
ny,2011-2012,lower,A 7626,Requires drug tests for potential employees of the office of mental health and the office for people with developmental disabilities,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,9523,9522
ny,2011-2012,lower,A 7634,Prohibits the substitution of opioid analgesic drugs for an opioid analgesic drug incorporating tamper resistance technology,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9534,9533
ny,2011-2012,lower,A 7649,Provides legal assistance to youth ordered by the court into the custody of the office of children and family services and placed or committed to a state operated juvenile detention center,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,9556,9555
ny,2011-2012,lower,A 7650,Relates to permitting a hospice to employ and enter into contracts with licensed healthcare professionals,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9558,9557
ny,2011-2012,lower,A 7650A,Relates to permitting a hospice to employ and enter into contracts with licensed healthcare professionals,2011-06-02T00:00:00,2012-04-20T00:00:00,bill,Health,9559,9558
ny,2011-2012,lower,A 7662,Sets nutrition standards for restaurants distributing incentive items aimed at children,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9575,9574
ny,2011-2012,lower,A 7662A,Sets nutrition standards for restaurants distributing incentive items aimed at children,2012-03-20T00:00:00,2012-03-20T00:00:00,bill,Health,9576,9575
ny,2011-2012,lower,A 7665,Eliminates requirement for prior approval of certain hospital repair and maintenance construction projects,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9579,9578
ny,2011-2012,lower,A 7665A,Eliminates requirement for prior approval of certain hospital repair and maintenance construction projects,2011-06-10T00:00:00,2012-03-20T00:00:00,bill,Health,9580,9579
ny,2011-2012,lower,A 7665B,Eliminates requirement for prior approval of certain hospital repair and maintenance construction projects,2011-06-15T00:00:00,2012-03-20T00:00:00,bill,Health,9581,9580
ny,2011-2012,lower,A 7667,Authorizes certain campgrounds without dumping stations to provide a list of dumping stations,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9583,9582
ny,2011-2012,lower,A 7667A,Authorizes certain campgrounds without dumping stations to provide a list of dumping stations,2011-05-25T00:00:00,2012-02-29T00:00:00,bill,Health,9584,9583
ny,2011-2012,lower,A 7678,Eliminates the alternative of strict and intensive supervision and treatment for sex offenders requiring civil management; repealer,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,9600,9599
ny,2011-2012,lower,A 7699,Relates to providing quality out-patient specialty care for certain patients regardless of source of payment or insurance type,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9626,9625
ny,2011-2012,lower,A 7699A,Relates to providing quality out-patient specialty care for certain patients regardless of source of payment or insurance type,2011-05-21T00:00:00,2012-05-05T00:00:00,bill,Health,9627,9626
ny,2011-2012,lower,A 7733,Increases the availability of adult day health care programs by authorizing adult care facilities to operate such programs,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9674,9673
ny,2011-2012,lower,A 7749,Authorizes certain health care professionals licensed to practice in other jurisdictions to practice in this state in connection with an event sanctioned by Remote Area Medical,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,9694,9693
ny,2011-2012,lower,A 7772,Provides for an extender of 2 years for the safe patient handling demonstration program,2011-05-17T00:00:00,2012-10-16T00:00:00,bill,Health,9728,9727
ny,2011-2012,lower,A 7776,Relates to prohibiting certain restaurants and food establishments from serving foods containing artificial trans fat,2011-05-17T00:00:00,2012-10-16T00:00:00,bill,Health,9733,9732
ny,2011-2012,lower,A 7776A,Relates to prohibiting certain restaurants and food establishments from serving foods containing artificial trans fat,2012-03-13T00:00:00,2012-05-09T00:00:00,bill,Health,9734,9733
ny,2011-2012,lower,A 7788,Requires the commissioner of health to create a list of long-term care contact information for the NY Connects: Choices for Long Term Care program,2011-05-18T00:00:00,2012-10-16T00:00:00,bill,Health,9753,9752
ny,2011-2012,lower,A 7788A,Requires the commissioner of health to create a list of long-term care contact information for the NY Connects: Choices for Long Term Care program,2011-06-12T00:00:00,2012-04-28T00:00:00,bill,Health,9754,9753
ny,2011-2012,lower,A 7788B,Requires the commissioner of health to create a list of long-term care contact information for the NY Connects: Choices for Long Term Care program,2012-03-03T00:00:00,2012-04-28T00:00:00,bill,Health,9755,9754
ny,2011-2012,lower,A 7799,Relates to policies and procedures involving anatomical gifts; repealer,2011-05-18T00:00:00,2012-10-16T00:00:00,bill,Health,9777,9776
ny,2011-2012,lower,A 7804,Requires the office of alcoholism and substance abuse services to develop training materials for screening for alcoholism and chemical dependency,2011-05-18T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,9786,9785
ny,2011-2012,lower,A 7805,Requires the office of alcoholism and substance abuse services to develop a prescription drug abuse public awareness campaign,2011-05-18T00:00:00,2012-10-16T00:00:00,bill,Health,9787,9786
ny,2011-2012,lower,A 7806,Defines the scope of responsibilities of the office of alcoholism and substance abuse services regarding recovery services for veterans,2011-05-18T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,9788,9787
ny,2011-2012,lower,A 7807,Requires the office of alcoholism and substance abuse services to develop educational materials relating to screening for prescription drug abuse,2011-05-18T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,9789,9788
ny,2011-2012,lower,A 7810,Allows limited liability companies to operate renal disease diagnostic or treatment centers,2011-05-18T00:00:00,2012-10-16T00:00:00,bill,Health,9793,9792
ny,2011-2012,lower,A 7841,Restricts state funds from being allocated to Planned Parenthood or any organization which preforms abortions,2011-05-20T00:00:00,2012-10-16T00:00:00,bill,Health,9847,9846
ny,2011-2012,lower,A 7845,Establishes the health care practitioner hygienic dress code program within the department of health to address clothing and jewelry that may cause infections,2011-05-20T00:00:00,2012-10-16T00:00:00,bill,Health,9851,9850
